Følgevirkning		sb.	60147321
følgeværdig		adj.	60147320
Følgeaand		sb.	60147363
følgsom		adj.	60147318
Følgsomhed		sb.	60147317
Følhoppe		sb.	60147315
Følhaar		sb.	60147316
Føling		sb.	60147313
Føllamhed		sb.	60147310
følle		v.	60147309
Føllude		sb.	60147307
Følpude		sb.	60147306
følsom		adj.	60147305
Følsomhed		sb.	60147304
Følsyge		sb.	60147303
Føltand		sb.	60147302
Føltrin		sb.	60147301
Føløg		sb.	60147300
Føn		sb.	60147299
Føniks	2	sb.	60147297
Føniks	1	sb.	60147298
Føniksfugl		sb.	60147296
Fønikshøns		sb.pl.	60147295
Fønikspalme		sb.	60147294
før-		i ssgr.	60147291
før	2	adv.	60147292
før	1	adj.	60147293
føranført		adj.	60147290
førbar		adj.	60147289
førbemeldt		adj.	60147288
førbenet		adj.	60147287
Førdatid		sb.	60147286
føre-		i ssgr.	60147283
føre	2	v.	60147284
Føre	1	sb.	60147285
Føreftertid		sb.	60147282
Føregilde		sb.	60147281
Førelse	2	sb.	60147278
Førelse	1	sb.	60147279
Føreløn		sb.	60147277
Føremaske		sb.	60147276
førend		konj. og præp.	60147275
Førende		sb.	60147274
Førepenge		sb.pl.	60147273
Fører-		i ssgr.	60147271
Fører		sb.	60147272
Førerbevis		sb.	60147270
Førerhest		sb.	60147269
Førerhus		sb.	60147268
Førerinde		sb.	60147267
Førerpatent		sb.	60147266
Førerskab		sb.	60147265
Førerske		sb.	60147264
Førerskib		sb.	60147263
Førerstilling		sb.	60147262
Førerække		sb.	60147261
Føresime		sb.	60147260
Føretrosse		sb.	60147259
Førevejr		sb.	60147258
Førfortid		sb.	60147256
Førfremtid		sb.	60147255
Førhed		sb.	60147254
førhen		adv.	60147253
førig		adj.	60147252
Førighed		sb.	60147251
førinden		konj.	60147250
Føring		sb.	60147249
Førings-		i ssgr.	60147248
Føringsarm		sb.	60147247
Føringsbælte		sb.	60147246
Føringsgilde		sb.	60147245
Føringskab		sb.	60147244
Føringskiste		sb.	60147243
Føringsløn		sb.	60147242
Føringspenge		sb.pl.	60147241
Føringspige		sb.	60147240
Føringsring		sb.	60147239
Føringsskib		sb.	60147238
Førkarl		sb.	60147237
førkristelig		adj.	60147236
førladen		adj.	60147235
førlemmet		adj.	60147234
førlig		adj.	60147233
Førlighed		sb.	60147232
Førliv		sb.	60147231
Førlov		sb.	60147230
Førnutid		sb.	60147228
førnævnt		adj.	60147227
føromrørt		adj.	60147226
føromtalt		adj.	60147225
Førpige		sb.	60147224
Førromantik		sb.	60147222
Førsel		sb.	60147221
Førsels-		i ssgr.	60147220
Førselsflaade		sb.	60147219
Førselsskib		sb.	60147218
Førselsspand		sb.	60147217
Førselsvej		sb.	60147216
Førselsvogn		sb.	60147215
Førselsvæsen		sb.	60147214
først-		i ssgr.	60147211
først	2	adv.	60147212
først	1	adj.	60147213
førstanført		adj.	60147210
førstbemeldt		adj.	60147209
førstbenævnt		adj.	60147208
Første-		i ssgr.	60147205
førstedraaber			60147203
førstefødende		adj.	60147202
Førstefødsel		sb.	60147201
Førstefødselsret		sb.	60147200
Førstefødselsrettighed		sb.	60147199
førstefødt		adj.	60147198
Førstegrøde		sb.	60147197
Førstegudstjeneste		sb.	60147196
førstehaands		adj.	60147195
Førstekarl		sb.	60147194
førsteklasses		adj.	60147193
Førstekonsul		sb.	60147192
Førstekøbsret		sb.	60147191
Førstelærer		sb.	60147189
Førstemand		sb.	60147188
Førsteminister		sb.	60147187
førsten		adv.	60147186
Førstepræst		sb.	60147184
Førster		sb.	60147183
førsterangs		adj.	60147182
Førsteret		sb.	60147181
Førsteudgave		sb.	60147180
Førstevagt		sb.	60147179
førsthanlig		adj.	60147178
førsthannet		adj.	60147177
Førsthed		sb.	60147176
førsthunlig		adj.	60147175
førsthunnet		adj.	60147174
førstkommende		adj.	60147172
førstmeldt		adj.	60147170
Førstning		sb.	60147169
førstnævnt		adj.	60147168
førstommeldt		adj.	60147167
Førstprædiken		sb.	60147166
førstraadig		adj.	60147165
Førsttjeneste		sb.	60147164
ført	1		60147163
førværende		adj.	60147161
føset		adj.	60147160
faa-		i ssgr.	60158095
faa	2	v.	60158096
faa	1	adj.	60158097
faafængt		adj.	60158094
Faahed		sb.	60158093
Faamandsvælde		sb.	60158092
faamælende		adj.	60158091
faamælt		adj.	60158090
Faamælthed		sb.	60158089
faaordig		adj.	60158088
Faar-		i ssgr.	60158086
Faar		sb.	60158087
Faare-		i ssgr.	60158085
faareagtig		adj.	60158084
Faarebremse		sb.	60158083
Faarebønne		sb.	60158082
Faaredreng		sb.	60158081
faaredum		adj.	60158080
Faarefeber		sb.	60158079
Faareflue		sb.	60158078
Faareflynder		sb.	60158077
Faarefold		sb.	60158076
Faareforstand		sb.	60158075
faarefugle			60158074
faaregod		adj.	60158073
Faaregræs		sb.	60158072
Faareham		sb.	60158071
Faarehold		sb.	60158070
Faarehoste		sb.	60158069
Faarehoved		sb.	60158068
Faarehud		sb.	60158067
Faarehund		sb.	60158066
Faarehus		sb.	60158065
Faarehyrde		sb.	60158064
Faareikte		sb.	60158063
Faarekage		sb.	60158062
Faarekamel		sb.	60158061
Faareklokke		sb.	60158060
Faareknebel		sb.	60158058
Faarekok		sb.	60158057
Faarekopper		sb.pl.	60158056
Faarekorender		sb.pl.	60158055
Faarekrop		sb.	60158054
Faarekylling		sb.	60158053
Faareled		sb.	60158051
Faareleger		sb.	60158050
Faareleje		sb.	60158049
Faarelort		sb.	60158048
Faarelus		sb.	60158047
Faarelyng		sb.	60158046
Faarelaar		sb.	60158052
Faaremule		sb.	60158044
Faaremælk		sb.	60158043
faaremæssig		adj.	60158042
Faaremaaned		sb.	60158045
Faareost		sb.	60158041
Faarepasser		sb.	60158040
Faarepels		sb.	60158039
Faarepige		sb.	60158038
Faarepokker		sb.pl.	60158037
Faarepære		sb.	60158036
Faareskind		sb.	60158035
Faareskræk		sb.	60158034
Faaresne		sb.	60158033
Faaresnude		sb.	60158032
Faarestald		sb.	60158031
Faaresti		sb.	60158030
Faaresvingel		sb.	60158029
Faaresyge		sb.	60158028
faaret		adj.	60158027
Faaretand		sb.	60158026
Faaretunge		sb.	60158025
Faaretyv		sb.	60158024
Faaretæge		sb.	60158023
Faareyngel		sb.	60158022
faasind		adv.	60158021
faastemmig		adj.	60158020
Faatal		sb.	60158019
faatalende		adj.	60158018
Faatalenhed		sb.	60158017
faatallig		adj.	60158016
Faatallighed		sb.	60158015
Faavælde		sb.	60158014
G		sb.	60147158
Gab-		i ssgr.	60146945
Gab		sb.	60146946
Gabe-		i ssgr.	60146941
gabe	2	v.	60146942
Gabe	1	sb.	60146943
Gabehjørne		sb.	60146940
Gabejærn		sb.	60146939
Gabeklap		sb.	60146938
Gabekrampe		sb.	60146937
gabelysten		adj.	60146935
Gabemund		sb.	60146934
Gabenar		sb.	60146933
Gabenæb		sb.	60146932
Gaber		sb.	60146931
Gabespil		sb.	60146930
Gabestok		sb.	60146929
Gabesyge		sb.	60146928
gabevorn		adj.	60146927
Gabflab		sb.	60146926
Gabflaberi		sb.	60146925
gabflabet		adj.	60146924
Gabhals		sb.	60146923
gablukke		v.	60146922
Gabmund		sb.	60146921
gabmundet		adj.	60146920
gabaaben		adj.	60146944
Gad	1	sb.	60146919
Gaddebidsel		sb.	60146916
Gadder		sb.	60146915
Gadderværk		sb.	60146914
Gaddis		sb.	60146912
Gade-		i ssgr.	60146910
Gade		sb.	60146911
Gadearaber		sb.	60146909
Gadebasse		sb.	60146908
Gadebekendtskab		sb.	60146907
Gadebelysning		sb.	60146906
Gadebetjent		sb.	60146905
Gadebillede		sb.	60146904
Gadebro		sb.	60146902
Gadebrønd		sb.	60146901
Gadebygger		sb.	60146900
Gadedam		sb.	60146899
Gadedige		sb.	60146898
Gadedreng		sb.	60146897
Gadedør		sb.	60146896
Gadedørsnøgle		sb.	60146895
Gadefejer		sb.	60146894
Gadefejning		sb.	60146893
Gadefoged		sb.	60146892
Gadefred		sb.	60146891
gadegal		adj.	60146890
Gadegespon		sb.	60146889
Gadehjørne		sb.	60146888
Gadehore		sb.	60146887
Gadehorn		sb.	60146886
Gadehund		sb.	60146885
Gadehus		sb.	60146884
Gadehusmand		sb.	60146883
Gadeild		sb.	60146882
Gadejord		sb.	60146881
Gadejunker		sb.	60146880
Gadejægerske		sb.	60146879
Gadekamp		sb.	60146878
Gadekilde		sb.	60146877
Gadeklokke		sb.	60146876
Gadekommissær		sb.	60146875
Gadekost		sb.	60146874
Gadekrig		sb.	60146873
Gadekryds		sb.	60146872
Gadekrydsning		sb.	60146871
Gadekær		sb.	60146870
Gadelam		sb.	60146869
Gadelamsgilde		sb.	60146868
gadelang		adv.	60146867
gadelangs		adv.	60146866
Gadelaps		sb.	60146865
Gadelejr		sb.	60146864
Gadeliv		sb.	60146863
Gadelygte		sb.	60146862
Gadeløb		sb.	60146861
Gadeløben		sb.	60146860
Gadeløber		sb.	60146859
Gadenet		sb.	60146858
Gadenummer		sb.	60146857
Gadenymfe		sb.	60146856
Gadeopløb		sb.	60146855
gadeoptøjer			60146854
Gadeorden		sb.	60146853
Gadepige		sb.	60146852
Gadeplads		sb.	60146851
Gadepog		sb.	60146850
Gadeport		sb.	60146849
Gadepost	2	sb.	60146847
Gadepost	1	sb.	60146848
Gaderende		sb.	60146845
Gaderender		sb.	60146844
Gaderyg		sb.	60146843
Gaderygte		sb.	60146842
Gaderaab		sb.	60146846
Gadeskarn		sb.	60146841
Gadeskriver		sb.	60146840
Gadeskæring		sb.	60146839
Gadesladder		sb.	60146838
Gadesmuds		sb.	60146837
Gadesnak		sb.	60146836
Gadesnavs		sb.	60146835
Gadespejl		sb.	60146834
Gadespringer		sb.	60146833
Gadesprog		sb.	60146832
Gadesten		sb.	60146831
Gadestodder		sb.	60146830
Gadestryger		sb.	60146829
Gadestrygerske		sb.	60146828
Gadestrygning		sb.	60146827
Gadestrøg		sb.	60146826
Gadestævne		sb.	60146825
Gadetavle		sb.	60146824
Gadeting		sb.	60146823
Gadetyv		sb.	60146822
Gadetøjte		sb.	60146821
Gadetøs		sb.	60146820
Gadeungdom		sb.	60146819
Gadeunge		sb.	60146818
Gadeuorden		sb.	60146817
Gadevanding		sb.	60146816
gadevis		adv.	60146815
Gadevise		sb.	60146814
Gadevogn		sb.	60146813
Gadevægter		sb.	60146812
Gadinde		sb.	60146811
Gaffel-		i ssgr.	60146806
Gaffel		sb.	60146807
Gaffelabe		sb.	60146805
Gaffelaftensmad		sb.	60146804
Gaffelambolt		sb.	60146803
Gaffelangreb		sb.	60146802
Gaffelantilope		sb.	60146801
Gaffelbane		sb.	60146799
Gaffelben		sb.	60146798
Gaffelbom		sb.	60146797
Gaffelbord		sb.	60146796
Gaffelbuk		sb.	60146795
Gaffelbyg		sb.	60146794
Gaffelbænk	1	sb.	60146793
Gaffelbøsse		sb.	60146791
Gaffelbaand		sb.	60146800
gaffeldannet		adj.	60146790
gaffeldele		v.	60146789
Gaffeldeling		sb.	60146788
gaffeldelt		adj.	60146787
Gaffeldræt		sb.	60146786
Gaffeldyr		sb.	60146785
Gaffelfald		sb.	60146784
Gaffelfil		sb.	60146783
Gaffelflen		sb.	60146782
Gaffelfok		sb.	60146781
Gaffelfrokost		sb.	60146780
Gaffelgalle		sb.	60146779
Gaffelgarn		sb.	60146778
Gaffelgren		sb.	60146777
gaffelgrenet		adj.	60146776
Gaffelgrening		sb.	60146775
Gaffelhale		sb.	60146774
Gaffelhjort		sb.	60146773
Gaffelhorn		sb.	60146772
gaffelhornet		adj.	60146771
Gaffelindskydning		sb.	60146770
Gaffeljærn		sb.	60146769
Gaffelklaver		sb.	60146767
Gaffelklo		sb.	60146766
Gaffelkors		sb.	60146765
Gaffelkvast		sb.	60146764
Gaffelløv		sb.	60146763
Gaffelmad		sb.	60146762
Gaffelmel		sb.	60146761
Gaffelpil		sb.	60146760
Gaffelplov		sb.	60146759
Gaffelrakke		sb.	60146758
Gaffelsejl		sb.	60146757
Gaffelsejler		sb.	60146756
Gaffelsejlsskonnert		sb.	60146755
Gaffelskonnert		sb.	60146754
Gaffelsnit		sb.	60146753
Gaffelstang		sb.	60146752
Gaffelstation		sb.	60146751
Gaffelstilling		sb.	60146750
Gaffeltare		sb.	60146749
Gaffeltopsejl		sb.	60146748
Gaffelvognstang		sb.	60146747
gafle	1	v.	60146746
gaflet		adj.	60146744
Gagakker		sb.pl.	60146742
Gage		sb.	60146741
gagere		v.	60146740
gak			60146737
gakmed	2	adj.	60146733
Gakmed	1	sb.	60146734
gal-		i ssgr.	60146730
gal	2	adj.	60146731
Gal	1	sb.	60146732
Galan		sb.	60146727
galanse		v.	60146725
galant	2	adj.	60146723
galanterere		v.	60146722
Galanteri-		i ssgr.	60146720
Galanteri		sb.	60146721
Galanteriarbejde		sb.	60146719
Galanteribod		sb.	60146718
Galanteributik		sb.	60146717
Galanterifægtning		sb.	60146716
Galanterihandel		sb.	60146715
Galanterihandler		sb.	60146714
Galanterikræmmer		sb.	60146712
Galanterikaarde		sb.	60146713
Galanterisnak		sb.	60146711
Galanterisygdom		sb.	60146710
Galanterivare		sb.	60146709
Galantine		sb.	60146708
Galantitet		sb.	60146707
Galbanum		sb.	60146704
Galblomst		sb.	60146703
Galde-		i ssgr.	60146698
Galde	1	sb.	60146700
galdeagtig		adj.	60146696
galdebefordrende		adj.	60146695
galdebesk		adj.	60146694
galdebitter		adj.	60146693
galdeblande		v.	60146692
Galdeblære		sb.	60146691
Galdeblærebetændelse		sb.	60146690
Galdeblæregang		sb.	60146689
Galdebrækning		sb.	60146688
Galdebær		sb.	60146687
Galdedrik		sb.	60146686
Galdefeber		sb.	60146685
Galdefedt		sb.	60146684
Galdefistel		sb.	60146683
galdefuld		adj.	60146682
Galdegang		sb.	60146681
galdegrøn		adj.	60146680
galdegul		adj.	60146679
Galdekirtel		sb.	60146678
Galdekolik		sb.	60146677
Galder	2	sb.	60146675
Galder	1	sb.	60146676
Galderhamp		sb.	60146674
Galdesot		sb.	60146672
Galdesten		sb.	60146671
galdesur		adj.	60146670
galdesyg		adj.	60146669
Galdesygdom		sb.	60146668
Galdesyge		sb.	60146667
Galdesyre		sb.	60146666
Galdesæbe		sb.	60146665
galdet		adj.	60146664
Galdetarm		sb.	60146663
Galdevej		sb.	60146662
Galdeaare		sb.	60146697
Galdre-		i ssgr.	60146659
galdre	2	v.	60146660
galdre	1	v.	60146661
Galdrekunst		sb.	60146657
Galdrekvad		sb.	60146656
Galdremester		sb.	60146655
Galdresang		sb.	60146654
Galdyre		sb.	60146653
gale-		i ssgr.	60146651
gale		v.	60146652
Galeanstalt		sb.	60146650
Galease		sb.	60146649
galefejs		adv.	60146645
Galehospital		sb.	60146643
Galehus		sb.	60146642
Galej-		i ssgr.	60146640
Galej		sb.	60146641
galejisk		adj.	60146639
Galejovn		sb.	60146638
Galejslave		sb.	60146637
Galejstik		sb.	60146636
Galelæge		sb.	60146635
Galeras		sb.	60146630
Galerøjs		sb.	60146627
Galet		sb.	60146626
Galevogn		sb.	60146625
Galevogter		sb.	60146624
Galfløjte		sb.	60146623
Galfrans		sb.	60146622
Galgant		sb.	60146620
Galgantolie		sb.	60146619
Galgantrod		sb.	60146618
Galge-		i ssgr.	60146616
Galge		sb.	60146617
Galgebakke		sb.	60146615
Galgebanke		sb.	60146614
Galgebardun		sb.	60146613
Galgebid		sb.	60146612
Galgebjælke		sb.	60146611
Galgehammer		sb.	60146609
Galgehøj		sb.	60146608
Galgekran		sb.	60146606
Galgemand		sb.	60146605
Galgemundbid		sb.	60146604
Galgen-		i ssgr.	60146603
Galgenfeber		sb.	60146602
Galgenfjæs		sb.	60146601
Galgenforbrydelse		sb.	60146600
Galgenfrist		sb.	60146599
galgenfriste		v.	60146598
Galgenfugl		sb.	60146597
Galgenfysiognomi		sb.	60146596
Galgenhumor		sb.	60146595
Galgenhumorist		sb.	60146594
galgenhumoristisk		adj.	60146593
Galgenhumør		sb.	60146592
Galgenkandidat		sb.	60146591
Galgenknebel		sb.	60146590
galgenlystig		adj.	60146589
Galgenrytter		sb.	60146588
Galgenstrik		sb.	60146587
Galgepresse		sb.	60146586
Galgestang		sb.	60146584
Galgestrikke		sb.	60146583
galget		adj.	60146582
Galgetræ		sb.	60146581
Galgetyv		sb.	60146580
Galgevisér		sb.	60146579
Galhed		sb.	60146578
Galhoved		sb.	60146577
galhovedet		adj.	60146576
Galhovedethed		sb.	60146575
Galhund		sb.	60146574
Galiat		sb.	60146571
Galilæer		sb.	60146570
Galimatias		sb.	60146569
Galion		sb.	60146566
Galionsfigur		sb.	60146565
Galionspumpe		sb.	60146564
Galiot		sb.	60146563
Galkuras		sb.	60146562
Galla-			60146560
Galla		sb.	60146561
Gallabord		sb.	60146558
Gallabutik		sb.	60146557
Galladag		sb.	60146556
Galladragt		sb.	60146555
Gallaforestilling		sb.	60146554
Gallakaret		sb.	60146552
Gallakjole		sb.	60146551
Gallaklæder		sb.pl.	60146550
gallaklædt		adj.	60146549
Gallakaarde		sb.	60146553
Gallaliberi		sb.	60146548
Gallataffel		sb.	60146545
Gallauniform		sb.	60146543
Gallavogn		sb.	60146542
Galle-		i ssgr.	60146538
Galle	1	sb.	60146541
Gallebær		sb.	60146536
Gallehveps		sb.	60146534
Galleinsekt		sb.	60146533
Galleri-		i ssgr.	60146525
Galleri		sb.	60146526
Gallerifod		sb.	60146524
Gallerihætte		sb.	60146523
Galleriloge		sb.	60146522
Gallering		sb.	60146521
Galleriramme		sb.	60146520
Galleriskov		sb.	60146519
Galleriskuespiller		sb.	60146518
Gallerte		sb.	60146517
Gallerude		sb.	60146516
Gallicisme		sb.	60146513
Gallien		propr.	60146511
gallisk		adj.	60146506
Gallaas		sb.	60146559
Galm	2	sb.	60146502
Galm	1	sb.	60146503
Galmand		sb.	60146501
Galmands-			60146500
Galmandsgerning		sb.	60146499
Galmandssnak		sb.	60146498
Galmandstale		sb.	60146497
Galmandsværk		sb.	60146496
galme	2	v.	60146494
galme	1	v.	60146495
Galmej		sb.	60146493
Galmejglas		sb.	60146492
Galmejsalve		sb.	60146491
Galmejsten		sb.	60146490
Galmide		sb.	60146489
Galmyg		sb.	60146488
Galnebær		sb.	60146487
Galning		sb.	60146484
Galoche-		i ssgr.	60146482
Galoche		sb.	60146483
Galocheføre		sb.	60146481
galochere		v.	60146480
Galocheræv		sb.	60146479
Galochestøvle		sb.	60146478
Galon		sb.	60146477
galonere		v.	60146476
Galop		sb.	60146475
Galopade		sb.	60146474
Galopadetur		sb.	60146473
Galopefeu		sb.	60146472
galopere		v.	60146471
Galopkringle		sb.	60146470
Galopkørsel		sb.	60146469
Galopolie		sb.	60146468
galoppe		v.	60146467
galoptravende		adj.	60146465
Galpalle		sb.	60146463
Galpande		sb.	60146462
galpe		v.	60146461
Galsind		sb.	60146455
galsindet		adj.	60146454
Galskab		sb.	60146453
Galskilling		sb.	60146452
galt	2	adv.	60146450
Galt	1	sb.	60146451
Galte-		i ssgr.	60146449
Galtebær		sb.	60146448
Galtebærtorn		sb.	60146447
Galteknap		sb.	60146446
Galtetand		sb.	60146445
Galtgris		sb.	60146444
Galurt		sb.	60146440
galvanisere		v.	60146439
galvanisk		adj.	60146438
Galvanisme		sb.	60146437
Galyre		sb.	60146436
Galæble		sb.	60146435
Galæblesaft		sb.	60146434
Gam	1	sb.	60146433
Gamache		sb.	60146431
Gamachehelt		sb.	60146430
gamacheret		adj.	60146429
Gamachetjeneste		sb.	60146428
Gambe		sb.	60146427
Gambeflygel		sb.	60146426
Gambeklaver		sb.	60146425
Gambit		sb.	60146424
Gamfalk		sb.	60146423
Gamin		sb.	60146422
gaminagtig		adj.	60146421
Gamle-		i ssgr.	60146420
Gamlehjem		sb.	60146419
Gamleland		propr.	60146418
Gamling		sb.	60146417
Gamlingebarn		sb.	60146416
Gamlingeblod		sb.	60146415
Gamma		sb.	60146413
Gamma	1	sb.	60146414
Gamme	2	sb.	60146410
Gamme	1	sb.	60146411
Gammekonge		sb.	60146409
gammel-		i ssgr.	60146406
gammel	2	adj.	60146407
Gammel	1	sb.	60146408
gammeladelig		adj.	60146405
gammelagtig		adj.	60146404
Gammelalder		sb.	60146403
Gammelamme		sb.	60146402
Gammelbal		sb.	60146401
gammelboende		adj.	60146400
Gammelborger		sb.	60146399
Gammeldage		sb.pl.	60146397
gammeldags		adj. og adv.	60146396
Gammeldagshed		sb.	60146395
gammeldansk	2	adj.	60146393
Gammeldansk	1	sb.	60146394
Gammeldom		sb.	60146392
gammeldreven		adj.	60146391
Gammeldaa		sb.	60146398
Gammelfar		sb.	60146389
Gammelfolk		sb.pl.	60146388
gammelfødt		adj.	60146387
gammelgroet		adj.	60146386
Gammelhed		sb.	60146385
gammelhellig		adj.	60146384
Gammelhind		sb.	60146383
Gammelholm		propr.	60146382
Gammeljomfru		sb.	60146381
gammeljomfruagtig		adj.	60146380
Gammelkatolicisme		sb.	60146379
Gammelkatolik		sb.	60146378
gammelkendt		adj.	60146377
gammelklog		adj.	60146376
Gammelklogskab		sb.	60146375
Gammelkone-		i ssgr.	60146374
gammelkoneagtig		adj.	60146373
Gammelkoneansigt		sb.	60146372
Gammelkonesmil		sb.	60146371
Gammelkonesnak		sb.	60146370
Gammelkonestemme		sb.	60146369
Gammelmad		sb.	60146368
Gammelmadsfad		sb.	60146367
Gammelmalker		sb.	60146366
Gammelmand		sb.	60146365
Gammelmands-		i ssgr.	60146364
Gammelmandsbal		sb.	60146363
Gammelmandsbarn		sb.	60146362
Gammelmandsbriller		sb.pl.	60146361
Gammelmandskløe		sb.	60146360
Gammelmandssnak		sb.	60146359
Gammelmandssygdom		sb.	60146358
Gammelmandssyge		sb.	60146357
Gammelmandssøn		sb.	60146356
Gammelmandsvisdom		sb.	60146355
Gammelmandsværk		sb.	60146354
gammelmodig		adj.	60146352
gammelmodisk		adj.	60146351
Gammelmor		sb.	60146353
Gammelost		sb.	60146350
Gammelpige		sb.	60146349
Gammelrom		sb.	60146347
Gammelrommer		sb.	60146346
Gammelraa		sb.	60146348
Gammelskat		sb.	60146345
Gammelstrand		propr.	60146344
Gammelsult		sb.	60146343
gammelsulten		adj.	60146342
gammeltestamentarisk		adj.	60146341
gammeltestamentlig		adj.	60146340
gammeltroende		adj.	60146339
gammeltænkende		adj.	60146338
gammelvant		adj.	60146336
Gammelvin		sb.	60146335
gammelvis		adj.	60146334
Gammeløl		sb.	60146333
Gammen		sb.	60146332
Gammensdyst		sb.	60146331
Gammensfryd		sb.	60146330
Gammensfærd		sb.	60146329
Gammensord		sb.	60146328
Gammenstale		sb.	60146327
Gams		sb.	60146326
gamse		v.	60146325
Gan		sb.	60146324
gane	3	v.	60146314
gane	2	v.	60146315
Gane	1	sb.	60146316
Ganeben		sb.	60146312
Ganebogstav		sb.	60146311
Ganebue		sb.	60146310
Ganehvælving		sb.	60146309
Ganeklang		sb.	60146308
Ganelyd		sb.	60146307
Ganerand		sb.	60146306
Ganesejl		sb.	60146305
Ganespalte		sb.	60146304
Ganestemme		sb.	60146303
Ganestød		sb.	60146302
Ganetap		sb.	60146300
Ganetone		sb.	60146299
Ganetop		sb.	60146298
Ganetopslyd		sb.	60146297
Ganevinge		sb.	60146296
Ganfin		sb.	60146322
Ganflue		sb.	60146321
Gang-		i ssgr.	60146294
Gang		sb.	60146295
Gangarbejde		sb.	60146293
Gangart		sb.	60146292
Gangarv		sb.	60146291
gangbar		adj.	60146289
Gangbarhed		sb.	60146288
Gangben		sb.	60146287
Gangbjerg		sb.	60146286
Gangblad		sb.	60146285
Gangbro		sb.	60146284
Gangbræt		sb.	60146283
Gangbygning		sb.	60146282
Gangbaand		sb.	60146290
Gangdag		sb.	60146281
Gangdør		sb.	60146280
Gange-		i ssgr.	60146277
gange	2	v.	60146278
gangende		adj.	60146275
Ganger	2	sb.	60146272
Ganger	1	sb.	60146273
Gangeregning		sb.	60146271
Gangergang		sb.	60146270
Gangergrif		sb.	60146269
Gangerpilt		sb.	60146268
Gangfod		sb.	60146264
Gangfugl		sb.	60146263
gangfør		adj.	60146262
Ganghjul		sb.	60146261
Gangjagt		sb.	60146260
Gangkarl		sb.	60146259
Gangklokke		sb.	60146258
Gangklov		sb.	60146257
Gangklæder		sb.pl.	60146256
Gangkone		sb.	60146255
Gangkurv		sb.	60146254
Ganglem		sb.	60146253
Ganglie		sb.	60146252
Ganglinie		sb.	60146251
Ganglinned		sb.	60146250
Ganglod		sb.	60146249
Ganglæder		sb.	60146248
Gangpig		sb.	60146247
Gangpige		sb.	60146246
Gangpost		sb.	60146245
Gangrum		sb.	60146244
Gangræn		sb.	60146243
gangsid		adj.	60146242
Gangskiftning		sb.	60146241
Gangskridt		sb.	60146240
Gangspil		sb.	60146239
Gangsten		sb.	60146237
Gangsti		sb.	60146236
Gangstol		sb.	60146235
gangstaaende		adj.	60146238
Gangsyge		sb.	60146234
Gangsyn		sb.	60146233
Gangtræ		sb.	60146232
Gangtøj		sb.	60146231
Gangvej		sb.	60146230
Gangvers		sb.	60146229
Gangvogn		sb.	60146228
Gangvorte		sb.	60146227
Gangværk		sb.	60146226
ganne		v.	60146224
Ganning		sb.	60146223
Ganridt		sb.	60146319
ganske	2	adj. og adv.	60146221
Ganske	1	sb.	60146222
Gant		sb.	60146220
gante	2	v.	60146218
Gante	1	sb.	60146219
Gantehoved		sb.	60146217
Ganteras		sb.	60146216
Ganteri		sb.	60146215
Gantesnak		sb.	60146214
Gantesæder		sb.pl.	60146213
Gantetvist		sb.	60146212
Gantevej		sb.	60146211
gantevorn		adj.	60146210
Ganteværk		sb.	60146209
Gantning		sb.	60146208
Gantromme		sb.	60146318
Ganæske		sb.	60146317
Gar-		i ssgr.	60146205
gar		adj.	60146206
Garage		sb.	60146204
Garant		sb.	60146203
garantere		v.	60146202
Garanti-		i ssgr.	60146200
Garanti		sb.	60146201
Garantibevis		sb.	60146199
Garantiforsikring		sb.	60146198
Garantikapital		sb.	60146197
Garantimester		sb.	60146196
Garantiseddel		sb.	60146195
Garbe		sb.	60146194
Garde-		i ssgr.	60146189
Garde	2	sb.	60146190
Garde	1	sb.	60146191
Gardehusar		sb.	60146188
gardemæssig		adj.	60146187
Garder-		i ssgr.	60146185
Garder		sb.	60146186
Garderbukser		sb.pl.	60146184
gardere		v.	60146183
Gardergaard		sb.	60146182
Garderhue		sb.	60146181
Garderhæl		sb.	60146180
garderhøj		adj.	60146179
Garderhøjde		sb.	60146178
Garderkarl		sb.	60146177
Gardermaal		sb.	60146176
Garderobe-		i ssgr.	60146174
Garderobe		sb.	60146175
Gardin-		i ssgr.	60146171
Gardin		sb.	60146172
Gardinolie		sb.	60146170
Gardinpræken		sb.	60146169
Gardist		sb.	60146168
Gardstilling		sb.	60146167
gare		v.	60146166
Garferskning		sb.	60146165
Garherd		sb.	60146163
Garkobber		sb.	60146162
Garkok		sb.	60146161
Garkøkken		sb.	60146160
Garn-		i ssgr.	60146158
Garn		sb.	60146159
Garnbom		sb.	60146157
Garnende		sb.	60146156
garnere		v.	60146155
Garnering		sb.	60146154
Garnet		sb.	60146153
Garnhaler		sb.	60146152
Garnhaspe		sb.	60146151
Garnhinde		sb.	60146150
Garning		sb.	60146149
Garnison		sb.	60146148
garnisonere		v.	60146147
Garnisons-		i ssgr.	60146146
Garniture		sb.	60146145
Garnlaks		sb.	60146144
Garnlænke		sb.	60146143
Garnnøgle		sb.	60146141
Garnnaal		sb.	60146142
Garnpresse		sb.	60146140
Garnspole		sb.	60146139
Garnstang		sb.	60146138
Garnstykke		sb.	60146137
Garntavle		sb.	60146136
Garnvinde		sb.	60146135
Garnvindel		sb.	60146134
Garovn		sb.	60146133
Garp		sb.	60146132
garpe		v.	60146131
Garslagge		sb.	60146130
Garspaan		sb.	60146129
